year,team,wins,losses,remove,url
1957,Boston Red Sox,82,72,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Brooklyn Dodgers,84,70,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Chicago Cubs,62,92,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Chicago White Sox,90,64,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Cincinnati Redlegs,80,74,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Cincinnati Reds,,,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Cleveland Indians,76,77,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Detroit Tigers,78,76,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Kansas City Athletics,59,94,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Milwaukee Braves,95,59,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,New York Giants,69,85,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,New York Yankees,98,56,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Philadelphia Phillies,77,77,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Pittsburgh Pirates,62,92,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,St. Louis Cardinals,87,67,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1957,Washington Senators,55,99,,https://www.tcdb.com/ViewTeams.cfm/sid/38/1957-Topps
1958,Baltimore Orioles,74,79,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Boston Red Sox,79,75,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Chicago Cubs,72,82,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Chicago White Sox,82,72,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Cincinnati Reds,,,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Cleveland Indians,77,76,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Detroit Tigers,77,77,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Kansas City Athletics,73,81,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Los Angeles Dodgers,71,83,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Milwaukee Braves,92,62,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,New York Yankees,92,62,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Philadelphia Phillies,69,85,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Pittsburgh Pirates,84,70,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,San Francisco Giants,80,74,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,St. Louis Cardinals,72,82,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1958,Washington Senators,61,93,,https://www.tcdb.com/ViewTeams.cfm/sid/40/1958-Topps
1959,Baltimore Orioles,74,80,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Boston Red Sox,75,79,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Chicago Cubs,74,80,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Chicago White Sox,94,60,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Cincinnati Redlegs,,,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Cincinnati Reds,74,80,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Cleveland Indians,89,65,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Detroit Tigers,76,78,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Kansas City Athletics,66,88,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Los Angeles Dodgers,88,68,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Milwaukee Braves,86,70,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,New York Giants,,,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,New York Yankees,79,75,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Philadelphia Phillies,64,90,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Pittsburgh Pirates,78,76,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,San Francisco Giants,83,71,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,St. Louis Cardinals,71,83,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1959,Washington Senators,63,91,,https://www.tcdb.com/ViewTeams.cfm/sid/43/1959-Topps
1960,Baltimore Orioles,89,65,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Boston Red Sox,65,89,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Chicago Cubs,60,94,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Chicago White Sox,87,67,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Cincinnati Reds,67,87,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Cleveland Indians,76,78,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Detroit Tigers,71,83,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Kansas City Athletics,58,96,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Los Angeles Dodgers,82,72,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Milwaukee Braves,88,66,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,New York Yankees,97,57,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Philadelphia Phillies,59,95,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Pittsburgh Pirates,95,59,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,San Francisco Giants,79,75,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,St. Louis Cardinals,86,68,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1960,Washington Senators,73,81,,https://www.tcdb.com/ViewTeams.cfm/sid/47/1960-Topps
1961,Baltimore Orioles,95,67,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Boston Braves,,,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Boston Red Sox,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Brooklyn Dodgers,,,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Chicago Cubs,64,90,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Chicago White Sox,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Cincinnati Reds,93,61,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Cleveland Indians,78,83,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Detroit Tigers,101,61,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Kansas City Athletics,61,100,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Los Angeles Angels,70,91,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Los Angeles Dodgers,89,65,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Milwaukee Braves,83,71,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Minnesota Twins,70,90,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,New York Giants,,,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,New York Yankees,109,53,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Philadelphia Athletics,,,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Philadelphia Phillies,47,107,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Pittsburgh Pirates,75,79,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,San Francisco Giants,85,69,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,St. Louis Cardinals,80,74,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1961,Washington Senators,61,100,,https://www.tcdb.com/ViewTeams.cfm/sid/51/1961-Topps
1962,Baltimore Orioles,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Boston Braves,,,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Boston Red Sox,76,84,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Brooklyn Dodgers,,,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Chicago Cubs,59,103,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Chicago White Sox,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Cincinnati Reds,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Cleveland Indians,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Detroit Tigers,85,76,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Houston Colt .45s,64,96,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Kansas City Athletics,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Los Angeles Angels,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Los Angeles Dodgers,102,63,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Milwaukee Braves,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Minnesota Twins,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,New York Mets,40,120,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,New York Yankees,96,66,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Philadelphia Phillies,81,80,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Pittsburgh Pirates,93,68,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,San Francisco Giants,103,62,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,St. Louis Cardinals,84,78,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1962,Washington Senators,60,101,,https://www.tcdb.com/ViewTeams.cfm/sid/55/1962-Topps
1963,Baltimore Orioles,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Boston Red Sox,76,85,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Chicago Cubs,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Chicago White Sox,94,68,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Cincinnati Reds,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Cleveland Indians,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Detroit Tigers,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Houston Colt .45s,66,96,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Kansas City Athletics,73,89,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Los Angeles Angels,70,91,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Los Angeles Dodgers,99,63,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Milwaukee Braves,84,78,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Minnesota Twins,91,70,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,New York Mets,51,111,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,New York Yankees,104,57,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Philadelphia Phillies,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Pittsburgh Pirates,74,88,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,San Francisco Giants,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,St. Louis Cardinals,93,69,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1963,Washington Senators,56,106,,https://www.tcdb.com/ViewTeams.cfm/sid/60/1963-Topps
1964,Baltimore Orioles,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Boston Red Sox,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Chicago Cubs,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Chicago White Sox,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Cincinnati Reds,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Cleveland Indians,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Detroit Tigers,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Houston Colt .45s,66,96,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Kansas City Athletics,57,105,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Los Angeles Angels,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Los Angeles Dodgers,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Milwaukee Braves,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Minnesota Twins,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,New York Mets,53,109,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,New York Yankees,99,63,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Philadelphia Phillies,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Pittsburgh Pirates,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,San Francisco Giants,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,St. Louis Cardinals,93,69,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1964,Washington Senators,62,100,,https://www.tcdb.com/ViewTeams.cfm/sid/61/1964-Topps
1965,Baltimore Orioles,94,68,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Boston Red Sox,62,100,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Chicago Cubs,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Chicago White Sox,95,67,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Cincinnati Reds,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Cleveland Indians,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Detroit Tigers,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Houston Astros,65,97,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Kansas City Athletics,59,103,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Los Angeles Angels,,,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Los Angeles Dodgers,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Milwaukee Braves,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Minnesota Twins,102,60,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,New York Mets,50,112,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,New York Yankees,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Philadelphia Phillies,85,76,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Pittsburgh Pirates,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,San Francisco Giants,95,67,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,St. Louis Cardinals,80,81,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1965,Washington Senators,70,92,,https://www.tcdb.com/ViewTeams.cfm/sid/64/1965-Topps
1966,Atlanta Braves,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Baltimore Orioles,97,63,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Boston Red Sox,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,California Angels,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Chicago Cubs,59,103,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Chicago White Sox,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Cincinnati Reds,76,84,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Cleveland Indians,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Detroit Tigers,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Houston Astros,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Kansas City Athletics,74,86,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Los Angeles Angels,,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Los Angeles Dodgers,95,67,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Minnesota Twins,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,New York Mets,66,95,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,New York Yankees,70,89,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Philadelphia Phillies,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,Pittsburgh Pirates,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,San Francisco Giants,93,68,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,St. Louis Cardinals,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
