year,league,team,wins,losses,number,name,set_url
1966,NL,Atlanta Braves,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,Chicago White Sox,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,NL,St. Louis Cardinals,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,Cleveland Indians,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,California Angels,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,NL,Cincinnati Reds,76,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,Kansas City Athletics,74,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,Boston Red Sox,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,NL,Houston Astros,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,Washington Senators,71,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,AL,New York Yankees,70,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,NL,New York Mets,66,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1966,NL,Chicago Cubs,59,103,,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1967,NL,St. Louis Cardinals,101,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Boston Red Sox,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Detroit Tigers,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Minnesota Twins,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,San Francisco Giants,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Chicago White Sox,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Chicago Cubs,87,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Cincinnati Reds,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,California Angels,84,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Philadelphia Phillies,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Pittsburgh Pirates,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Atlanta Braves,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Baltimore Orioles,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Washington Senators,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Cleveland Indians,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Los Angeles Dodgers,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,New York Yankees,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,Houston Astros,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,AL,Kansas City Athletics,62,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,NL,New York Mets,61,101,,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1968,AL,Detroit Tigers,103,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,St. Louis Cardinals,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Baltimore Orioles,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,San Francisco Giants,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Boston Red Sox,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Cleveland Indians,86,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Chicago Cubs,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Cincinnati Reds,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,New York Yankees,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Oakland Athletics,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Atlanta Braves,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Pittsburgh Pirates,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Minnesota Twins,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Los Angeles Dodgers,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Philadelphia Phillies,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,New York Mets,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,NL,Houston Astros,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,California Angels,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Chicago White Sox,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,AL,Washington Senators,65,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1969,AL,Baltimore Orioles,109,53,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,New York Mets,100,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Minnesota Twins,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Atlanta Braves,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Chicago Cubs,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Detroit Tigers,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,San Francisco Giants,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Cincinnati Reds,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Oakland Athletics,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Pittsburgh Pirates,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Boston Red Sox,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,St. Louis Cardinals,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Washington Senators,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Los Angeles Dodgers,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Houston Astros,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,New York Yankees,80,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,California Angels,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Kansas City Royals,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Chicago White Sox,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Seattle Pilots,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Philadelphia Phillies,63,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,AL,Cleveland Indians,62,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,Montreal Expos,52,110,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,NL,San Diego Padres,52,110,,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1970,AL,Baltimore Orioles,108,54,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Cincinnati Reds,102,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Minnesota Twins,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,New York Yankees,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Oakland Athletics,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Pittsburgh Pirates,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Boston Red Sox,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Los Angeles Dodgers,87,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,California Angels,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,San Francisco Giants,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Chicago Cubs,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,New York Mets,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Detroit Tigers,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Houston Astros,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Atlanta Braves,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Cleveland Indians,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,St. Louis Cardinals,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Montreal Expos,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,Philadelphia Phillies,73,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Washington Senators,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Kansas City Royals,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,,Seattle Pilots,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,NL,San Diego Padres,63,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,AL,Chicago White Sox,56,106,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1971,AL,Baltimore Orioles,101,57,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Oakland Athletics,101,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Pittsburgh Pirates,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Detroit Tigers,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,San Francisco Giants,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,St. Louis Cardinals,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Los Angeles Dodgers,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Boston Red Sox,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Kansas City Royals,85,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Chicago Cubs,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,New York Mets,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Atlanta Braves,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,New York Yankees,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Chicago White Sox,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Cincinnati Reds,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Houston Astros,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,California Angels,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Minnesota Twins,74,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Montreal Expos,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Milwaukee Brewers,69,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,Philadelphia Phillies,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Washington Senators,63,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,NL,San Diego Padres,61,100,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,AL,Cleveland Indians,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1972,NL,Pittsburgh Pirates,96,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Cincinnati Reds,95,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Oakland Athletics,93,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Chicago White Sox,87,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Detroit Tigers,86,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Boston Red Sox,85,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Chicago Cubs,85,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Los Angeles Dodgers,85,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Houston Astros,84,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,New York Mets,83,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Baltimore Orioles,80,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,New York Yankees,79,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Minnesota Twins,77,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Kansas City Royals,76,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,California Angels,75,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,St. Louis Cardinals,75,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Cleveland Indians,72,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Atlanta Braves,70,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Montreal Expos,70,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,San Francisco Giants,69,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Milwaukee Brewers,65,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,Philadelphia Phillies,59,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,NL,San Diego Padres,58,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,AL,Texas Rangers,54,100,,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1973,NL,Cincinnati Reds,99,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Baltimore Orioles,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Los Angeles Dodgers,95,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Oakland Athletics,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Boston Red Sox,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Kansas City Royals,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,San Francisco Giants,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Detroit Tigers,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Houston Astros,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,New York Mets,82,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Minnesota Twins,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,St. Louis Cardinals,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,New York Yankees,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Pittsburgh Pirates,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,California Angels,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Montreal Expos,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Chicago Cubs,77,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Chicago White Sox,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Atlanta Braves,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Milwaukee Brewers,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Cleveland Indians,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,Philadelphia Phillies,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,NL,San Diego Padres,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,AL,Texas Rangers,57,105,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1974,NL,Los Angeles Dodgers,102,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Cincinnati Reds,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Baltimore Orioles,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Oakland Athletics,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,New York Yankees,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Atlanta Braves,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Pittsburgh Pirates,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,St. Louis Cardinals,86,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Boston Red Sox,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Texas Rangers,84,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Minnesota Twins,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Houston Astros,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Chicago White Sox,80,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Philadelphia Phillies,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Montreal Expos,79,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Cleveland Indians,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Kansas City Royals,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Milwaukee Brewers,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,Detroit Tigers,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,San Francisco Giants,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,New York Mets,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,AL,California Angels,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,Chicago Cubs,66,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,NL,San Diego Padres,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1975,NL,Cincinnati Reds,108,54,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Oakland Athletics,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Boston Red Sox,95,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Pittsburgh Pirates,92,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Kansas City Royals,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Baltimore Orioles,90,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Los Angeles Dodgers,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Philadelphia Phillies,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,New York Yankees,83,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,New York Mets,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,St. Louis Cardinals,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,San Francisco Giants,80,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Cleveland Indians,79,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Texas Rangers,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Minnesota Twins,76,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Chicago Cubs,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Chicago White Sox,75,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Montreal Expos,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,California Angels,72,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,San Diego Padres,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Milwaukee Brewers,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Atlanta Braves,67,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,NL,Houston Astros,64,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,AL,Detroit Tigers,57,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1976,NL,Cincinnati Reds,102,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Philadelphia Phillies,101,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,New York Yankees,97,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Los Angeles Dodgers,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Pittsburgh Pirates,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Kansas City Royals,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Baltimore Orioles,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Oakland Athletics,87,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,New York Mets,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Minnesota Twins,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Boston Red Sox,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Cleveland Indians,81,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Houston Astros,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,California Angels,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Texas Rangers,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Chicago Cubs,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Detroit Tigers,74,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,San Francisco Giants,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,San Diego Padres,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,St. Louis Cardinals,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Atlanta Braves,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Milwaukee Brewers,66,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,AL,Chicago White Sox,64,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,NL,Montreal Expos,55,107,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1977,AL,Kansas City Royals,102,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Philadelphia Phillies,101,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,New York Yankees,100,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Los Angeles Dodgers,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Baltimore Orioles,97,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Boston Red Sox,97,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Pittsburgh Pirates,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Texas Rangers,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Chicago White Sox,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
