name,group,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Bruce Sutter,bbwaa_13,1979,457,1.79,,,1.79,/ViewCard.cfm/sid/81/cid/21708/1979-Topps-457-Bruce-Sutter,/Images/Cards/Baseball/81/81-21708RepFr.jpg,/Images/Cards/Baseball/81/81-21708RepBk.jpg
Tony Perez,bbwaa_09,1979,495,2.05,,,2.05,/ViewCard.cfm/sid/81/cid/21746/1979-Topps-495-Tony-Perez,/Images/Cards/Baseball/81/81-495Fr.jpg,/Images/Cards/Baseball/81/81-495Bk.jpg
Ted Simmons,vet,1979,510,0.73,,,0.73,/ViewCard.cfm/sid/81/cid/21761/1979-Topps-510-Ted-Simmons,/Images/Cards/Baseball/81/81-510Fr.jpg,/Images/Cards/Baseball/81/81-510Bk.jpg
Gary Carter,bbwaa_06,1979,520,2,,,2,/ViewCard.cfm/sid/81/cid/21771/1979-Topps-520-Gary-Carter,/Images/Cards/Baseball/81/81-21771RepFr.jpg,/Images/Cards/Baseball/81/81-520Bk.jpg
Fergie Jenkins,bbwaa_03,1979,544,1.5,,,1.5,/ViewCard.cfm/sid/81/cid/21795/1979-Topps-544-Fergie-Jenkins,/Images/Cards/Baseball/81/81-21795RepFr.jpg,/Images/Cards/Baseball/81/81-21795RepBk.jpg
Phil Niekro,bbwaa_05,1979,595,0.65,,,0.65,/ViewCard.cfm/sid/81/cid/21846/1979-Topps-595-Phil-Niekro,/Images/Cards/Baseball/81/81-21846RepFr.jpg,/Images/Cards/Baseball/81/81-21846RepBk.jpg
Mike Schmidt,bbwaa_01,1979,610,8,1,ebay_7879_lot,0,/ViewCard.cfm/sid/81/cid/21861/1979-Topps-610-Mike-Schmidt,/Images/Cards/Baseball/81/81-610Fr.jpg,/Images/Cards/Baseball/81/81-610Bk.jpg
Eddie Murray,bbwaa_01,1979,640,8,1,ebay_murray_haggle,0,/ViewCard.cfm/sid/81/cid/21891/1979-Topps-640-Eddie-Murray,/Images/Cards/Baseball/81/81-640Fr.jpg,/Images/Cards/Baseball/81/81-640Bk.jpg
Pete Rose,veterans_maybe,1979,650,6,,,6,/ViewCard.cfm/sid/81/cid/21901/1979-Topps-650-Pete-Rose,/Images/Cards/Baseball/81/81-21901RepFr.jpg,/Images/Cards/Baseball/81/81-21901RepBk.jpg
Lou Brock,bbwaa_01,1979,665,0.75,1,ebay_7879_hof_buyitnow,0,/ViewCard.cfm/sid/81/cid/21916/1979-Topps-665-Lou-Brock,/Images/Cards/Baseball/81/81-665Fr.jpg,/Images/Cards/Baseball/81/81-665Bk.jpg
Catfish Hunter,bbwaa_03,1979,670,1,,,1,/ViewCard.cfm/sid/81/cid/21921/1979-Topps-670-Jim-Hunter,/Images/Cards/Baseball/81/81-21921RepFr.jpg,/Images/Cards/Baseball/81/81-21921RepBk.jpg
Carlton Fisk,bbwaa_02,1979,680,1.7,,,1.7,/ViewCard.cfm/sid/81/cid/21931/1979-Topps-680-Carlton-Fisk,/Images/Cards/Baseball/81/81-21931RepFr.jpg,/Images/Cards/Baseball/81/81-21931RepBk.jpg
Reggie Jackson,bbwaa_01,1979,700,2.5,1,west_orange_sale,0,/ViewCard.cfm/sid/81/cid/21951/1979-Topps-700-Reggie-Jackson,/Images/Cards/Baseball/81/81-700Fr.jpg,/Images/Cards/Baseball/81/81-700Bk.jpg
Bruce Sutter,bbwaa_13,1980,17,1.5,,,1.5,/ViewCard.cfm/sid/82/cid/31617/1980-Topps-17-Bruce-Sutter,/Images/Cards/Baseball/82/82-17Fr.jpg,/Images/Cards/Baseball/82/82-17Bk.jpg
Carlton Fisk,bbwaa_02,1980,40,2.5,,,2.5,/ViewCard.cfm/sid/82/cid/31640/1980-Topps-40-Carlton-Fisk,/Images/Cards/Baseball/82/82-31640RepFr.jpg,/Images/Cards/Baseball/82/82-40Bk.jpg
Gary Carter,bbwaa_06,1980,70,1.5,,,1.5,/ViewCard.cfm/sid/82/cid/31670/1980-Topps-70-Gary-Carter,/Images/Cards/Baseball/82/82-70Fr.jpg,/Images/Cards/Baseball/82/82-70Bk.jpg
Ted Simmons,vet,1980,85,0.55,,,0.55,/ViewCard.cfm/sid/82/cid/31685/1980-Topps-85-Ted-Simmons,/Images/Cards/Baseball/82/82-85Fr.jpg,/Images/Cards/Baseball/82/82-85Bk.jpg
Johnny Bench,bbwaa_01,1980,100,3,1,ebay_1980_3pack,0,/ViewCard.cfm/sid/82/cid/31700/1980-Topps-100-Johnny-Bench,/Images/Cards/Baseball/82/82-100Fr.jpg,/Images/Cards/Baseball/82/82-100Bk.jpg
Tony Perez,bbwaa_09,1980,125,0.65,,,0.65,/ViewCard.cfm/sid/82/cid/31725/1980-Topps-125-Tony-Perez,/Images/Cards/Baseball/82/82-125Fr.jpg,/Images/Cards/Baseball/82/82-125Bk.jpg
Rich Gossage,bbwaa_09,1980,140,0.7,,,0.7,/ViewCard.cfm/sid/82/cid/31740/1980-Topps-140-Rich-Gossage,/Images/Cards/Baseball/82/82-140Fr.jpg,/Images/Cards/Baseball/82/82-140Bk.jpg
Eddie Murray,bbwaa_01,1980,160,2.8,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/31760/1980-Topps-160-Eddie-Murray,/Images/Cards/Baseball/82/82-160Fr.jpg,/Images/Cards/Baseball/82/82-160Bk.jpg
Jim Rice,bbwaa_15,1980,200,0.9,,,0.9,/ViewCard.cfm/sid/82/cid/31800/1980-Topps-200-Jim-Rice,/Images/Cards/Baseball/82/82-200Fr.jpg,/Images/Cards/Baseball/82/82-200Bk.jpg
Steve Carlton,bbwaa_01,1980,210,1,,,1,/ViewCard.cfm/sid/82/cid/31810/1980-Topps-210-Steve-Carlton,/Images/Cards/Baseball/82/82-210Fr.jpg,/Images/Cards/Baseball/82/82-210Bk.jpg
Dave Winfield,bbwaa_01,1980,230,1.25,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/31830/1980-Topps-230-Dave-Winfield,/Images/Cards/Baseball/82/82-230Fr.jpg,/Images/Cards/Baseball/82/82-230Bk.jpg
Alan Trammell,vet,1980,232,1.2,,,1.2,/ViewCard.cfm/sid/82/cid/31832/1980-Topps-232-Alan-Trammell,/Images/Cards/Baseball/82/82-232Fr.jpg,/Images/Cards/Baseball/82/82-232Bk.jpg
Andre Dawson,bbwaa_09,1980,235,4.25,,,4.25,/ViewCard.cfm/sid/82/cid/31835/1980-Topps-235-Andre-Dawson,/Images/Cards/Baseball/82/82-235Fr.jpg,/Images/Cards/Baseball/82/82-235Bk.jpg
Phil Niekro,bbwaa_05,1980,245,0.73,,,0.73,/ViewCard.cfm/sid/82/cid/31845/1980-Topps-245-Phil-Niekro,/Images/Cards/Baseball/82/82-245Fr.jpg,/Images/Cards/Baseball/82/82-245Bk.jpg
Robin Yount,bbwaa_01,1980,265,1.25,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/31865/1980-Topps-265-Robin-Yount,/Images/Cards/Baseball/82/82-265Fr.jpg,/Images/Cards/Baseball/82/82-265Bk.jpg
Mike Schmidt,bbwaa_01,1980,270,8,1,gmg_80_m_schmidt,0,/ViewCard.cfm/sid/82/cid/31870/1980-Topps-270-Mike-Schmidt,/Images/Cards/Baseball/82/82-270Fr.jpg,/Images/Cards/Baseball/82/82-270Bk.jpg
Dale Murphy,veterans_maybe,1980,274,2.24,,,2.24,/ViewCard.cfm/sid/82/cid/31874/1980-Topps-274-Dale-Murphy,/Images/Cards/Baseball/82/82-274Fr.jpg,/Images/Cards/Baseball/82/82-274Bk.jpg
Gaylord Perry,bbwaa_03,1980,280,0.7,,,0.7,/ViewCard.cfm/sid/82/cid/31880/1980-Topps-280-Gaylord-Perry,/Images/Cards/Baseball/82/82-280Fr.jpg,/Images/Cards/Baseball/82/82-280Bk.jpg
Steve Garvey,veterans_maybe,1980,290,0.9,,,0.9,/ViewCard.cfm/sid/82/cid/31890/1980-Topps-290-Steve-Garvey,/Images/Cards/Baseball/82/82-31890RepFr.jpg,/Images/Cards/Baseball/82/82-31890RepBk.jpg
Dave Parker,veterans_maybe,1980,310,0.52,,,0.52,/ViewCard.cfm/sid/82/cid/31910/1980-Topps-310-Dave-Parker,/Images/Cards/Baseball/82/82-310Fr.jpg,/Images/Cards/Baseball/82/82-310Bk.jpg
Dennis Eckersley,bbwaa_01,1980,320,1.5,,,1.5,/ViewCard.cfm/sid/82/cid/31920/1980-Topps-320-Dennis-Eckersley,/Images/Cards/Baseball/82/82-320Fr.jpg,/Images/Cards/Baseball/82/82-320Bk.jpg
Willie McCovey,bbwaa_01,1980,335,0.95,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/31935/1980-Topps-335-Willie-McCovey,/Images/Cards/Baseball/82/82-335Fr.jpg,/Images/Cards/Baseball/82/82-335Bk.jpg
Jack Morris,vet,1980,371,0.65,,,0.65,/ViewCard.cfm/sid/82/cid/31971/1980-Topps-371-Jack-Morris,/Images/Cards/Baseball/82/82-371Fr.jpg,/Images/Cards/Baseball/82/82-371Bk.jpg
Fergie Jenkins,bbwaa_03,1980,390,0.59,,,0.59,/ViewCard.cfm/sid/82/cid/31991/1980-Topps-390-Fergie-Jenkins,/Images/Cards/Baseball/82/82-390Fr.jpg,/Images/Cards/Baseball/82/82-390Bk.jpg
Ozzie Smith,bbwaa_01,1980,393,3.5,1,original,0,/ViewCard.cfm/sid/82/cid/31994/1980-Topps-393-Ozzie-Smith,/Images/Cards/Baseball/82/82-393Fr.jpg,/Images/Cards/Baseball/82/82-393Bk.jpg
Dwight Evans,veterans_maybe,1980,405,1.05,,,1.05,/ViewCard.cfm/sid/82/cid/32006/1980-Topps-405-Dwight-Evans,/Images/Cards/Baseball/82/82-405Fr.jpg,/Images/Cards/Baseball/82/82-405Bk.jpg
Paul Molitor,bbwaa_01,1980,406,2.45,1,instant_collections,0,/ViewCard.cfm/sid/82/cid/32007/1980-Topps-406-Paul-Molitor,/Images/Cards/Baseball/82/82-406Fr.jpg,/Images/Cards/Baseball/82/82-406Bk.jpg
Don Sutton,bbwaa_05,1980,440,0.59,,,0.59,/ViewCard.cfm/sid/82/cid/32042/1980-Topps-440-Don-Sutton,/Images/Cards/Baseball/82/82-440Fr.jpg,/Images/Cards/Baseball/82/82-440Bk.jpg
George Brett,bbwaa_01,1980,450,4.99,1,ebay_1980_3pack,0,/ViewCard.cfm/sid/82/cid/32052/1980-Topps-450-George-Brett,/Images/Cards/Baseball/82/82-450Fr.jpg,/Images/Cards/Baseball/82/82-450Bk.jpg
Bert Blyleven,bbwaa_14,1980,457,0.45,,,0.45,/ViewCard.cfm/sid/82/cid/32059/1980-Topps-457-Bert-Blyleven,/Images/Cards/Baseball/82/82-457Fr.jpg,/Images/Cards/Baseball/82/82-457Bk.jpg
Rickey Henderson,bbwaa_01,1980,482,28,1,gmg_80_r_henderson,0,/ViewCard.cfm/sid/82/cid/32084/1980-Topps-482-Rickey-Henderson,/Images/Cards/Baseball/82/82-32084RepFr.jpg,/Images/Cards/Baseball/82/82-32084RepBk.jpg
Tom Seaver,bbwaa_01,1980,500,3,1,ebay_1980_3pack,0,/ViewCard.cfm/sid/82/cid/32102/1980-Topps-500-Tom-Seaver,/Images/Cards/Baseball/82/82-500Fr.jpg,/Images/Cards/Baseball/82/82-500Bk.jpg
Pete Rose,veterans_maybe,1980,540,2.49,,,2.49,/ViewCard.cfm/sid/82/cid/32142/1980-Topps-540-Pete-Rose,/Images/Cards/Baseball/82/82-540Fr.jpg,/Images/Cards/Baseball/82/82-540Bk.jpg
Nolan Ryan,bbwaa_01,1980,580,4.5,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/32182/1980-Topps-580-Nolan-Ryan,/Images/Cards/Baseball/82/82-580Fr.jpg,/Images/Cards/Baseball/82/82-580Bk.jpg
Jim Palmer,bbwaa_01,1980,590,0.75,,,0.75,/ViewCard.cfm/sid/82/cid/32192/1980-Topps-590-Jim-Palmer,/Images/Cards/Baseball/82/82-590Fr.jpg,/Images/Cards/Baseball/82/82-590Bk.jpg
Reggie Jackson,bbwaa_01,1980,600,2.25,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/32202/1980-Topps-600-Reggie-Jackson,/Images/Cards/Baseball/82/82-600Fr.jpg,/Images/Cards/Baseball/82/82-600Bk.jpg
Willie Stargell,bbwaa_01,1980,610,0.5,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/32212/1980-Topps-610-Willie-Stargell,/Images/Cards/Baseball/82/82-610Fr.jpg,/Images/Cards/Baseball/82/82-610Bk.jpg
Joe Morgan,bbwaa_01,1980,650,1,1,joe_morgan_ebay_lot,0,/ViewCard.cfm/sid/82/cid/32252/1980-Topps-650-Joe-Morgan,/Images/Cards/Baseball/82/82-650Fr.jpg,/Images/Cards/Baseball/82/82-650Bk.jpg
Rollie Fingers,bbwaa_02,1980,651,0.75,,,0.75,/ViewCard.cfm/sid/82/cid/32253/1980-Topps-651-Rollie-Fingers,/Images/Cards/Baseball/82/82-32253RepFr.jpg,/Images/Cards/Baseball/82/82-32253RepBk.jpg
Rod Carew,bbwaa_01,1980,700,1,,,1,/ViewCard.cfm/sid/82/cid/32302/1980-Topps-700-Rod-Carew,/Images/Cards/Baseball/82/82-32302RepFr.jpg,/Images/Cards/Baseball/82/82-32302RepBk.jpg
Carl Yastrzemski,bbwaa_01,1980,720,2.6,1,ebay_1980,0,/ViewCard.cfm/sid/82/cid/32322/1980-Topps-720-Carl-Yastrzemski,/Images/Cards/Baseball/82/82-720Fr.jpg,/Images/Cards/Baseball/82/82-720Bk.jpg
Rod Carew,bbwaa_01,1981,100,0.75,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23390/1981-Topps-100-Rod-Carew,/Images/Cards/Baseball/85/85-100Fr.jpg,/Images/Cards/Baseball/85/85-100Bk.jpg
Carl Yastrzemski,bbwaa_01,1981,110,1.5,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23400/1981-Topps-110-Carl-Yastrzemski,/Images/Cards/Baseball/85/85-110Fr.jpg,/Images/Cards/Baseball/85/85-110Bk.jpg
Andre Dawson,bbwaa_09,1981,125,0.55,,,0.55,/ViewCard.cfm/sid/85/cid/23415/1981-Topps-125-Andre-Dawson,/Images/Cards/Baseball/85/85-23415RepFr.jpg,/Images/Cards/Baseball/85/85-23415RepBk.jpg
Fergie Jenkins,bbwaa_03,1981,158,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23448/1981-Topps-158-Fergie-Jenkins,/Images/Cards/Baseball/85/85-23448RepFr.jpg,/Images/Cards/Baseball/85/85-23448RepBk.jpg
Pete Rose,veterans_maybe,1981,180,0.99,,,0.99,/ViewCard.cfm/sid/85/cid/23470/1981-Topps-180-Pete-Rose,/Images/Cards/Baseball/85/85-23470RepFr.jpg,/Images/Cards/Baseball/85/85-23470RepBk.jpg
Jim Palmer,bbwaa_01,1981,210,0.6,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23500/1981-Topps-210-Jim-Palmer,/Images/Cards/Baseball/85/85-210Fr.jpg,/Images/Cards/Baseball/85/85-210Bk.jpg
Tom Seaver,bbwaa_01,1981,220,1.37,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23510/1981-Topps-220-Tom-Seaver,/Images/Cards/Baseball/85/85-23510RepFr.jpg,/Images/Cards/Baseball/85/85-220Bk.jpg
Rollie Fingers,bbwaa_02,1981,229,0.45,,,0.45,/ViewCard.cfm/sid/85/cid/23519/1981-Topps-229-Rollie-Fingers,/Images/Cards/Baseball/85/85-23519RepFr.jpg,/Images/Cards/Baseball/85/85-23519RepBk.jpg
Nolan Ryan,bbwaa_01,1981,240,6,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23530/1981-Topps-240-Nolan-Ryan,/Images/Cards/Baseball/85/85-240Fr.jpg,/Images/Cards/Baseball/85/85-240Bk.jpg
Ozzie Smith,bbwaa_01,1981,254,3.59,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23544/1981-Topps-254-Ozzie-Smith,/Images/Cards/Baseball/85/85-254Fr.jpg,/Images/Cards/Baseball/85/85-254Bk.jpg
Rickey Henderson,bbwaa_01,1981,261,6.13,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23551/1981-Topps-261-Rickey-Henderson,/Images/Cards/Baseball/85/85-261Fr.jpg,/Images/Cards/Baseball/85/85-261Bk.jpg
Dwight Evans,veterans_maybe,1981,275,0.9,,,0.9,/ViewCard.cfm/sid/85/cid/23565/1981-Topps-275-Dwight-Evans,/Images/Cards/Baseball/85/85-23565RepFr.jpg,/Images/Cards/Baseball/85/85-23565RepBk.jpg
Paul Molitor,bbwaa_01,1981,300,1.36,1,instant_collections,0,/ViewCard.cfm/sid/85/cid/23590/1981-Topps-300-Paul-Molitor,/Images/Cards/Baseball/85/85-23590RepFr.jpg,/Images/Cards/Baseball/85/85-300Bk.jpg
Harold Baines,vet,1981,347,3.5,,,3.5,/ViewCard.cfm/sid/85/cid/23637/1981-Topps-347-Harold-Baines,/Images/Cards/Baseball/85/85-23637RepFr.jpg,/Images/Cards/Baseball/85/85-23637RepBk.jpg
Dave Winfield,bbwaa_01,1981,370,2,1,instant_collections,0,/ViewCard.cfm/sid/85/cid/23660/1981-Topps-370-Dave-Winfield,/Images/Cards/Baseball/85/85-23660RepFr.jpg,/Images/Cards/Baseball/85/85-23660RepBk.jpg
Willie Stargell,bbwaa_01,1981,380,0.3,,,0.3,/ViewCard.cfm/sid/85/cid/23670/1981-Topps-380-Willie-Stargell,/Images/Cards/Baseball/85/85-380Fr.jpg,/Images/Cards/Baseball/85/85-380Bk.jpg
Phil Niekro,bbwaa_05,1981,387,0.35,,,0.35,/ViewCard.cfm/sid/85/cid/23677/1981-Topps-387-Phil-Niekro,/Images/Cards/Baseball/85/85-23677RepFr.jpg,/Images/Cards/Baseball/85/85-23677RepBk.jpg
Reggie Jackson,bbwaa_01,1981,400,1.33,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23690/1981-Topps-400-Reggie-Jackson,/Images/Cards/Baseball/85/85-400Fr.jpg,/Images/Cards/Baseball/85/85-400Bk.jpg
Rich Gossage,bbwaa_09,1981,460,0.15,,,0.15,/ViewCard.cfm/sid/85/cid/23750/1981-Topps-460-Rich-Gossage,/Images/Cards/Baseball/85/85-23750RepFr.jpg,/Images/Cards/Baseball/85/85-23750RepBk.jpg
Tim Raines,bbwaa_10,1981,479,2.99,,,2.99,/ViewCard.cfm/sid/85/cid/23769/1981-Topps-479-Expos-Future-Stars---Tim-Raines-/-Roberto-Ramos-/-Bobby-Pate,/Images/Cards/Baseball/85/85-23769RepFr.jpg,/Images/Cards/Baseball/85/85-23769RepBk.jpg
Carlton Fisk,bbwaa_02,1981,480,1.5,,,1.5,/ViewCard.cfm/sid/85/cid/23770/1981-Topps-480-Carlton-Fisk,/Images/Cards/Baseball/85/85-23770RepFr.jpg,/Images/Cards/Baseball/85/85-23770RepBk.jpg
Eddie Murray,bbwaa_01,1981,490,2.5,1,amazon_hof,0,/ViewCard.cfm/sid/85/cid/23780/1981-Topps-490-Eddie-Murray,/Images/Cards/Baseball/85/85-490Fr.jpg,/Images/Cards/Baseball/85/85-490Bk.jpg
Jim Rice,bbwaa_15,1981,500,0.39,,,0.39,/ViewCard.cfm/sid/85/cid/23790/1981-Topps-500-Jim-Rice,/Images/Cards/Baseball/85/85-23790RepFr.jpg,/Images/Cards/Baseball/85/85-23790RepBk.jpg
Dale Murphy,veterans_maybe,1981,504,0.75,,,0.75,/ViewCard.cfm/sid/85/cid/23794/1981-Topps-504-Dale-Murphy,/Images/Cards/Baseball/85/85-23794RepFr.jpg,/Images/Cards/Baseball/85/85-23794RepBk.jpg
Robin Yount,bbwaa_01,1981,515,1.75,1,original,0,/ViewCard.cfm/sid/85/cid/23805/1981-Topps-515-Robin-Yount,/Images/Cards/Baseball/85/85-515Fr.jpg,/Images/Cards/Baseball/85/85-515Bk.jpg
Steve Garvey,veterans_maybe,1981,530,0.6,,,0.6,/ViewCard.cfm/sid/85/cid/23820/1981-Topps-530-Steve-Garvey,/Images/Cards/Baseball/85/85-23820RepFr.jpg,/Images/Cards/Baseball/85/85-23820RepBk.jpg
Mike Schmidt,bbwaa_01,1981,540,3.5,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23830/1981-Topps-540-Mike-Schmidt,/Images/Cards/Baseball/85/85-540Fr.jpg,/Images/Cards/Baseball/85/85-540Bk.jpg
Bert Blyleven,bbwaa_14,1981,554,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23844/1981-Topps-554-Bert-Blyleven,/Images/Cards/Baseball/85/85-23844RepFr.jpg,/Images/Cards/Baseball/85/85-23844RepBk.jpg
Joe Morgan,bbwaa_01,1981,560,1.87,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23850/1981-Topps-560-Joe-Morgan,/Images/Cards/Baseball/85/85-560Fr.jpg,/Images/Cards/Baseball/85/85-560Bk.jpg
Jack Morris,vet,1981,572,0.6,,,0.6,/ViewCard.cfm/sid/85/cid/23862/1981-Topps-572-Jack-Morris,/Images/Cards/Baseball/85/85-23862RepFr.jpg,/Images/Cards/Baseball/85/85-572Bk.jpg
Tony Perez,bbwaa_09,1981,575,0.6,,,0.6,/ViewCard.cfm/sid/85/cid/23865/1981-Topps-575-Tony-Perez,/Images/Cards/Baseball/85/85-23865RepFr.jpg,/Images/Cards/Baseball/85/85-23865RepBk.jpg
Gaylord Perry,bbwaa_03,1981,582,0.42,,,0.42,/ViewCard.cfm/sid/85/cid/23872/1981-Topps-582-Gaylord-Perry,/Images/Cards/Baseball/85/85-582Fr.jpg,/Images/Cards/Baseball/85/85-582Bk.jpg
Bruce Sutter,bbwaa_13,1981,590,0.58,,,0.58,/ViewCard.cfm/sid/85/cid/23880/1981-Topps-590-Bruce-Sutter,/Images/Cards/Baseball/85/85-23880RepFr.jpg,/Images/Cards/Baseball/85/85-23880RepBk.jpg
Johnny Bench,bbwaa_01,1981,600,1.5,,,1.5,/ViewCard.cfm/sid/85/cid/23890/1981-Topps-600-Johnny-Bench,/Images/Cards/Baseball/85/85-600Fr.jpg,/Images/Cards/Baseball/85/85-600Bk.jpg
Don Sutton,bbwaa_05,1981,605,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23895/1981-Topps-605-Don-Sutton,/Images/Cards/Baseball/85/85-23895RepFr.jpg,/Images/Cards/Baseball/85/85-23895RepBk.jpg
Dennis Eckersley,bbwaa_01,1981,620,0.75,1,west_orange_sale,0,/ViewCard.cfm/sid/85/cid/23910/1981-Topps-620-Dennis-Eckersley,/Images/Cards/Baseball/85/85-23910RepFr.jpg,/Images/Cards/Baseball/85/85-23910RepBk.jpg
Steve Carlton,bbwaa_01,1981,630,0.74,,,0.74,/ViewCard.cfm/sid/85/cid/23920/1981-Topps-630-Steve-Carlton,/Images/Cards/Baseball/85/85-630Fr.jpg,/Images/Cards/Baseball/85/85-630Bk.jpg
Dave Parker,veterans_maybe,1981,640,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23930/1981-Topps-640-Dave-Parker,/Images/Cards/Baseball/85/85-23930RepFr.jpg,/Images/Cards/Baseball/85/85-23930RepBk.jpg
Gary Carter,bbwaa_06,1981,660,0.75,,,0.75,/ViewCard.cfm/sid/85/cid/23950/1981-Topps-660-Gary-Carter,/Images/Cards/Baseball/85/85-23950RepFr.jpg,/Images/Cards/Baseball/85/85-23950RepBk.jpg
George Brett,bbwaa_01,1981,700,3,1,ebay_1981_two_lots,0,/ViewCard.cfm/sid/85/cid/23990/1981-Topps-700-George-Brett,/Images/Cards/Baseball/85/85-700Fr.jpg,/Images/Cards/Baseball/85/85-700Bk.jpg
Ted Simmons,vet,1981,705,0.33,,,0.33,/ViewCard.cfm/sid/85/cid/23995/1981-Topps-705-Ted-Simmons,/Images/Cards/Baseball/85/85-23995RepFr.jpg,/Images/Cards/Baseball/85/85-23995RepBk.jpg
Alan Trammell,vet,1981,709,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23999/1981-Topps-709-Alan-Trammell,/Images/Cards/Baseball/85/85-23999RepFr.jpg,/Images/Cards/Baseball/85/85-23999RepBk.jpg
Cal Ripken Jr,bbwaa_01,1982,21,15,1,gmg_82_ripken,0,/ViewCard.cfm/sid/89/cid/24169/1982-Topps-21-Orioles-Future-Stars---Bob-Bonner-/-Cal-Ripken-/-Jeff-Schneider,/Images/Cards/Baseball/89/89-21Fr.jpg,/Images/Cards/Baseball/89/89-24169RepBk.jpg
Tom Seaver,bbwaa_01,1982,30,0.99,,,0.99,/ViewCard.cfm/sid/89/cid/24178/1982-Topps-30-Tom-Seaver,/Images/Cards/Baseball/89/89-24178RepFr.jpg,/Images/Cards/Baseball/89/89-24178RepBk.jpg
Dave Parker,veterans_maybe,1982,40,0.29,,,0.29,/ViewCard.cfm/sid/89/cid/24188/1982-Topps-40-Dave-Parker,/Images/Cards/Baseball/89/89-24188RepFr.jpg,/Images/Cards/Baseball/89/89-24188RepBk.jpg
Tim Raines,bbwaa_10,1982,70,0.45,,,0.45,/ViewCard.cfm/sid/89/cid/24218/1982-Topps-70-Tim-Raines,/Images/Cards/Baseball/89/89-24218RepFr.jpg,/Images/Cards/Baseball/89/89-24218RepBk.jpg
Jim Palmer,bbwaa_01,1982,80,0.3,1,ebay_1982_topps,0,/ViewCard.cfm/sid/89/cid/24228/1982-Topps-80-Jim-Palmer,/Images/Cards/Baseball/89/89-24228RepFr.jpg,/Images/Cards/Baseball/89/89-24228RepBk.jpg
Nolan Ryan,bbwaa_01,1982,90,6,,,6,/ViewCard.cfm/sid/89/cid/24238/1982-Topps-90-Nolan-Ryan,/Images/Cards/Baseball/89/89-24238RepFr.jpg,/Images/Cards/Baseball/89/89-24238RepBk.jpg
Ozzie Smith,bbwaa_01,1982,95,2.5,1,ebay_cheap_lots,0,/ViewCard.cfm/sid/89/cid/24243/1982-Topps-95-Ozzie-Smith,/Images/Cards/Baseball/89/89-24243RepFr.jpg,/Images/Cards/Baseball/89/89-24243RepBk.jpg
Mike Schmidt,bbwaa_01,1982,100,3,1,ebay_1982_sheet,0,/ViewCard.cfm/sid/89/cid/24248/1982-Topps-100-Mike-Schmidt,/Images/Cards/Baseball/89/89-100Fr.jpg,/Images/Cards/Baseball/89/89-100Bk.jpg
Carlton Fisk,bbwaa_02,1982,110,0.25,,,0.25,/ViewCard.cfm/sid/89/cid/24258/1982-Topps-110-Carlton-Fisk,/Images/Cards/Baseball/89/89-24258RepFr.jpg,/Images/Cards/Baseball/89/89-24258RepBk.jpg
Gaylord Perry,bbwaa_03,1982,115,0.3,,,0.3,/ViewCard.cfm/sid/89/cid/24263/1982-Topps-115-Gaylord-Perry,/Images/Cards/Baseball/89/89-115Fr.jpg,/Images/Cards/Baseball/89/89-115Bk.jpg
Ted Simmons,vet,1982,150,0.35,,,0.35,/ViewCard.cfm/sid/89/cid/24298/1982-Topps-150-Ted-Simmons,/Images/Cards/Baseball/89/89-24298RepFr.jpg,/Images/Cards/Baseball/89/89-24298RepBk.jpg
Steve Garvey,veterans_maybe,1982,179,0.35,,,0.35,/ViewCard.cfm/sid/89/cid/24327/1982-Topps-179-Steve-Garvey,/Images/Cards/Baseball/89/89-24327RepFr.jpg,/Images/Cards/Baseball/89/89-24327RepBk.jpg
Phil Niekro,bbwaa_05,1982,185,0.4,,,0.4,/ViewCard.cfm/sid/89/cid/24333/1982-Topps-185-Phil-Niekro,/Images/Cards/Baseball/89/89-185Fr.jpg,/Images/Cards/Baseball/89/89-185Bk.jpg
